time,wb_dat_o[7],wb_dat_o[6],wb_dat_o[5],wb_dat_o[4],wb_dat_o[3],wb_dat_o[2],wb_dat_o[1],wb_dat_o[0],wb_ack_o,wb_inta_o,scl_pad_o,scl_padoen_o
282205,x,1,0,0,0,0,0,1,0,0,0,0
282215,x,1,0,0,0,0,0,1,0,0,0,0
282225,x,1,0,0,0,0,0,1,0,0,0,0
282235,x,1,0,0,0,0,0,1,0,0,0,0
282245,x,1,0,0,0,0,0,1,0,0,0,0
282255,x,1,0,0,0,0,0,1,0,0,0,0
282265,x,1,0,0,0,0,0,1,0,0,0,0
282275,x,1,0,0,0,0,0,1,0,0,0,0
282285,x,1,0,0,0,0,0,1,0,0,0,0
282295,x,1,0,0,0,0,0,1,0,0,0,0
282305,x,1,0,0,0,0,0,1,0,0,0,0
282315,x,1,0,0,0,0,0,1,0,0,0,0
282325,x,1,0,0,0,0,0,1,0,0,0,0
282335,x,1,0,0,0,0,0,1,0,0,0,0
282345,x,1,0,0,0,0,0,1,0,0,0,0
282355,x,1,0,0,0,0,0,1,0,0,0,0
282365,x,1,0,0,0,0,0,1,0,0,0,0
282375,x,1,0,0,0,0,0,1,0,0,0,0
282385,x,1,0,0,0,0,0,1,0,0,0,0
282395,x,1,0,0,0,0,0,1,0,0,0,0
282405,x,1,0,0,0,0,0,1,0,0,0,0
282415,x,1,0,0,0,0,0,1,0,0,0,0
282425,x,1,0,0,0,0,0,1,0,0,0,0
282435,x,1,0,0,0,0,0,1,0,0,0,0
282445,x,1,0,0,0,0,0,1,0,0,0,0
282455,x,1,0,0,0,0,0,1,0,0,0,0
282465,x,1,0,0,0,0,0,1,0,0,0,0
282475,x,1,0,0,0,0,0,1,0,0,0,0
282485,x,1,0,0,0,0,0,1,0,0,0,0
282495,x,1,0,0,0,0,0,1,0,0,0,0
282505,x,1,0,0,0,0,0,1,0,0,0,0
282515,x,1,0,0,0,0,0,1,0,0,0,0
282525,x,1,0,0,0,0,0,1,0,0,0,0
282535,x,1,0,0,0,0,0,1,0,0,0,0
282545,x,1,0,0,0,0,0,1,0,0,0,0
282555,x,1,0,0,0,0,0,1,0,0,0,0
282565,x,1,0,0,0,0,0,1,0,0,0,0
282575,x,1,0,0,0,0,0,1,0,0,0,0
282585,x,1,0,0,0,0,0,1,0,0,0,0
282595,x,1,0,0,0,0,0,1,0,0,0,0
282605,x,1,0,0,0,0,0,1,0,0,0,0
282615,x,1,0,0,0,0,0,1,0,0,0,0
282625,x,1,0,0,0,0,0,1,0,0,0,0
282635,x,1,0,0,0,0,0,1,0,0,0,0
282645,x,1,0,0,0,0,0,1,0,0,0,0
282655,x,1,0,0,0,0,0,1,0,0,0,0
282665,x,1,0,0,0,0,0,1,0,0,0,0
282675,x,1,0,0,0,0,0,1,0,0,0,0
282685,x,1,0,0,0,0,0,1,0,0,0,0
282695,x,1,0,0,0,0,0,1,0,0,0,0
282705,x,1,0,0,0,0,0,1,0,0,0,0
282715,x,1,0,0,0,0,0,1,0,0,0,0
282725,x,1,0,0,0,0,0,1,0,0,0,0
282735,x,1,0,0,0,0,0,1,0,0,0,0
282745,x,1,0,0,0,0,0,1,0,0,0,0
282755,x,1,0,0,0,0,0,1,0,0,0,0
282765,x,1,0,0,0,0,0,1,0,0,0,0
282775,x,1,0,0,0,0,0,1,0,0,0,0
282785,x,1,0,0,0,0,0,1,0,0,0,0
282795,x,1,0,0,0,0,0,1,0,0,0,0
282805,x,1,0,0,0,0,0,1,0,0,0,0
282815,x,1,0,0,0,0,0,1,0,0,0,0
282825,x,1,0,0,0,0,0,1,0,0,0,0
282835,x,1,0,0,0,0,0,1,0,0,0,0
282845,x,1,0,0,0,0,0,1,0,0,0,0
282855,x,1,0,0,0,0,0,1,0,0,0,0
282865,x,1,0,0,0,0,0,1,0,0,0,0
282875,x,1,0,0,0,0,0,1,0,0,0,0
282885,x,1,0,0,0,0,0,1,0,0,0,0
282895,x,1,0,0,0,0,0,1,0,0,0,0
282905,x,1,0,0,0,0,0,1,0,0,0,0
282915,x,1,0,0,0,0,0,1,0,0,0,0
282925,x,1,0,0,0,0,0,1,0,0,0,0
282935,x,1,0,0,0,0,0,1,0,0,0,0
282945,x,1,0,0,0,0,0,1,0,0,0,0
282955,x,1,0,0,0,0,0,1,0,0,0,0
282965,x,1,0,0,0,0,0,1,0,0,0,0
282975,x,1,0,0,0,0,0,1,0,0,0,0
282985,x,1,0,0,0,0,0,1,0,0,0,0
282995,x,1,0,0,0,0,0,1,0,0,0,0
283005,x,1,0,0,0,0,0,1,0,0,0,0
283015,x,1,0,0,0,0,0,1,0,0,0,0
283025,x,1,0,0,0,0,0,1,0,0,0,0
283035,x,1,0,0,0,0,0,1,0,0,0,0
283045,x,1,0,0,0,0,0,1,0,0,0,0
283055,x,1,0,0,0,0,0,1,0,0,0,0
283065,x,1,0,0,0,0,0,1,0,0,0,0
283075,x,1,0,0,0,0,0,1,0,0,0,0
283085,x,1,0,0,0,0,0,1,0,0,0,0
283095,x,1,0,0,0,0,0,1,0,0,0,0
283105,x,1,0,0,0,0,0,1,0,0,0,0
283115,x,1,0,0,0,0,0,1,0,0,0,0
283125,x,1,0,0,0,0,0,1,0,0,0,0
283135,x,1,0,0,0,0,0,1,0,0,0,0
283145,x,1,0,0,0,0,0,1,0,0,0,0
283155,x,1,0,0,0,0,0,1,0,0,0,0
283165,x,1,0,0,0,0,0,1,0,0,0,0
283175,x,1,0,0,0,0,0,1,0,0,0,0
283185,x,1,0,0,0,0,0,1,0,0,0,0
283195,x,1,0,0,0,0,0,1,0,0,0,0
283205,x,1,0,0,0,0,0,1,0,0,0,0
283215,x,1,0,0,0,0,0,1,0,0,0,0
283225,x,1,0,0,0,0,0,1,0,0,0,0
283235,x,1,0,0,0,0,0,1,0,0,0,0
283245,x,1,0,0,0,0,0,1,0,0,0,0
283255,x,1,0,0,0,0,0,1,0,0,0,0
283265,x,1,0,0,0,0,0,1,0,0,0,0
283275,x,1,0,0,0,0,0,1,0,0,0,0
283285,x,1,0,0,0,0,0,1,0,0,0,0
283295,x,1,0,0,0,0,0,1,0,0,0,0
283305,x,1,0,0,0,0,0,1,0,0,0,0
283315,x,1,0,0,0,0,0,1,0,0,0,0
283325,x,1,0,0,0,0,0,1,0,0,0,0
283335,x,1,0,0,0,0,0,1,0,0,0,0
283345,x,1,0,0,0,0,0,1,0,0,0,0
283355,x,1,0,0,0,0,0,1,0,0,0,0
283365,x,1,0,0,0,0,0,1,0,0,0,0
283375,x,1,0,0,0,0,0,1,0,0,0,0
283385,x,1,0,0,0,0,0,1,0,0,0,0
283395,x,1,0,0,0,0,0,1,0,0,0,0
283405,x,1,0,0,0,0,0,1,0,0,0,0
283415,x,1,0,0,0,0,0,1,0,0,0,0
283425,x,1,0,0,0,0,0,1,0,0,0,0
283435,x,1,0,0,0,0,0,1,0,0,0,0
283445,x,1,0,0,0,0,0,1,0,0,0,0
283455,x,1,0,0,0,0,0,1,0,0,0,0
283465,x,1,0,0,0,0,0,1,0,0,0,0
283475,x,1,0,0,0,0,0,1,0,0,0,0
283485,x,1,0,0,0,0,0,1,0,0,0,0
283495,x,1,0,0,0,0,0,1,0,0,0,0
283505,x,1,0,0,0,0,0,1,0,0,0,0
283515,x,1,0,0,0,0,0,1,0,0,0,0
283525,x,1,0,0,0,0,0,1,0,0,0,0
283535,x,1,0,0,0,0,0,1,0,0,0,0
283545,x,1,0,0,0,0,0,1,0,0,0,0
283555,x,1,0,0,0,0,0,1,0,0,0,0
283565,x,1,0,0,0,0,0,1,0,0,0,0
283575,x,1,0,0,0,0,0,1,0,0,0,0
283585,x,1,0,0,0,0,0,1,0,0,0,0
283595,x,1,0,0,0,0,0,1,0,0,0,0
283605,x,1,0,0,0,0,0,1,0,0,0,0
283615,x,1,0,0,0,0,0,1,0,0,0,0
283625,x,1,0,0,0,0,0,1,0,0,0,0
283635,x,1,0,0,0,0,0,1,0,0,0,0
283645,x,1,0,0,0,0,0,1,0,0,0,0
283655,x,1,0,0,0,0,0,1,0,0,0,0
283665,x,1,0,0,0,0,0,1,0,0,0,0
283675,x,1,0,0,0,0,0,1,0,0,0,0
283685,x,1,0,0,0,0,0,1,0,0,0,0
283695,x,1,0,0,0,0,0,1,0,0,0,0
283705,x,1,0,0,0,0,0,1,0,0,0,0
283715,x,1,0,0,0,0,0,1,0,0,0,0
283725,x,1,0,0,0,0,0,1,0,0,0,0
283735,x,1,0,0,0,0,0,1,0,0,0,0
283745,x,1,0,0,0,0,0,1,0,0,0,0
283755,x,1,0,0,0,0,0,1,0,0,0,0
283765,x,1,0,0,0,0,0,1,0,0,0,0
283775,x,1,0,0,0,0,0,1,0,0,0,0
283785,x,1,0,0,0,0,0,1,0,0,0,0
283795,x,1,0,0,0,0,0,1,0,0,0,0
283805,x,1,0,0,0,0,0,1,0,0,0,0
283815,x,1,0,0,0,0,0,1,0,0,0,0
283825,x,1,0,0,0,0,0,1,0,0,0,0
283835,x,1,0,0,0,0,0,1,0,0,0,0
283845,x,1,0,0,0,0,0,1,0,0,0,0
283855,x,1,0,0,0,0,0,1,0,0,0,0
283865,x,1,0,0,0,0,0,1,0,0,0,0
283875,x,1,0,0,0,0,0,1,0,0,0,0
283885,x,1,0,0,0,0,0,1,0,0,0,0
283895,x,1,0,0,0,0,0,1,0,0,0,0
283905,x,1,0,0,0,0,0,1,0,0,0,0
283915,x,1,0,0,0,0,0,1,0,0,0,0
283925,x,1,0,0,0,0,0,1,0,0,0,0
283935,x,1,0,0,0,0,0,1,0,0,0,0
283945,x,1,0,0,0,0,0,1,0,0,0,0
283955,x,1,0,0,0,0,0,1,0,0,0,0
283965,x,1,0,0,0,0,0,1,0,0,0,0
283975,x,1,0,0,0,0,0,1,0,0,0,0
283985,x,1,0,0,0,0,0,1,0,0,0,0
283995,x,1,0,0,0,0,0,1,0,0,0,0
284005,x,1,0,0,0,0,0,1,0,0,0,0
284015,x,1,0,0,0,0,0,1,0,0,0,0
284025,x,1,0,0,0,0,0,1,0,0,0,0
284035,x,1,0,0,0,0,0,1,0,0,0,0
284045,x,1,0,0,0,0,0,1,0,0,0,0
284055,x,1,0,0,0,0,0,1,0,0,0,0
284065,x,1,0,0,0,0,0,1,0,0,0,0
284075,x,1,0,0,0,0,0,1,0,0,0,0
284085,x,1,0,0,0,0,0,1,0,0,0,0
284095,x,1,0,0,0,0,0,1,0,0,0,0
284105,x,1,0,0,0,0,0,1,0,0,0,0
284115,x,1,0,0,0,0,0,1,0,0,0,0
284125,x,1,0,0,0,0,0,1,0,0,0,0
284135,x,1,0,0,0,0,0,1,0,0,0,0
284145,x,1,0,0,0,0,0,1,0,0,0,0
284155,x,1,0,0,0,0,0,1,0,0,0,0
284165,x,1,0,0,0,0,0,1,0,0,0,0
284175,x,1,0,0,0,0,0,1,0,0,0,0
284185,x,1,0,0,0,0,0,1,0,0,0,0
284195,x,1,0,0,0,0,0,1,0,0,0,0
284205,x,1,0,0,0,0,0,1,0,0,0,0
284215,x,1,0,0,0,0,0,1,0,0,0,0
284225,x,1,0,0,0,0,0,1,0,0,0,0
284235,x,1,0,0,0,0,0,1,0,0,0,0
284245,x,1,0,0,0,0,0,1,0,0,0,0
284255,x,1,0,0,0,0,0,1,0,0,0,0
284265,x,1,0,0,0,0,0,1,0,0,0,0
284275,x,1,0,0,0,0,0,1,0,0,0,0
284285,x,1,0,0,0,0,0,1,0,0,0,0
284295,x,1,0,0,0,0,0,1,0,0,0,0
284305,x,1,0,0,0,0,0,1,0,0,0,0
284315,x,1,0,0,0,0,0,1,0,0,0,0
284325,x,1,0,0,0,0,0,1,0,0,0,0
284335,x,1,0,0,0,0,0,1,0,0,0,0
284345,x,1,0,0,0,0,0,1,0,0,0,0
284355,x,1,0,0,0,0,0,1,0,0,0,0
284365,x,1,0,0,0,0,0,1,0,0,0,0
284375,x,1,0,0,0,0,0,1,0,0,0,0
284385,x,1,0,0,0,0,0,1,0,0,0,0
284395,x,1,0,0,0,0,0,1,0,0,0,0
284405,x,1,0,0,0,0,0,1,0,0,0,0
284415,x,1,0,0,0,0,0,1,0,0,0,0
284425,x,1,0,0,0,0,0,1,0,0,0,0
284435,x,1,0,0,0,0,0,1,0,0,0,0
284445,x,1,0,0,0,0,0,1,0,0,0,0
284455,x,1,0,0,0,0,0,1,0,0,0,0
284465,x,1,0,0,0,0,0,1,0,0,0,0
284475,x,1,0,0,0,0,0,1,0,0,0,0
284485,x,1,0,0,0,0,0,1,0,0,0,0
284495,x,1,0,0,0,0,0,1,0,0,0,0
284505,x,1,0,0,0,0,0,1,0,0,0,0
284515,x,1,0,0,0,0,0,1,0,0,0,0
284525,x,1,0,0,0,0,0,1,0,0,0,0
284535,x,1,0,0,0,0,0,1,0,0,0,0
284545,x,1,0,0,0,0,0,1,0,0,0,0
284555,x,1,0,0,0,0,0,1,0,0,0,0
284565,x,1,0,0,0,0,0,1,0,0,0,0
284575,x,1,0,0,0,0,0,1,0,0,0,0
284585,x,1,0,0,0,0,0,1,0,0,0,0
284595,x,1,0,0,0,0,0,1,0,0,0,0
284605,x,1,0,0,0,0,0,1,0,0,0,0
284615,x,1,0,0,0,0,0,1,0,0,0,0
284625,x,1,0,0,0,0,0,1,0,0,0,0
284635,x,1,0,0,0,0,0,1,0,0,0,0
284645,x,1,0,0,0,0,0,1,0,0,0,0
284655,x,1,0,0,0,0,0,1,0,0,0,0
284665,x,1,0,0,0,0,0,1,0,0,0,0
284675,x,1,0,0,0,0,0,1,0,0,0,0
284685,x,1,0,0,0,0,0,1,0,0,0,0
284695,x,1,0,0,0,0,0,1,0,0,0,0
284705,x,1,0,0,0,0,0,1,0,0,0,0
284715,x,1,0,0,0,0,0,1,0,0,0,0
284725,x,1,0,0,0,0,0,1,0,0,0,0
284735,x,1,0,0,0,0,0,1,0,0,0,0
284745,x,1,0,0,0,0,0,1,0,0,0,0
284755,x,1,0,0,0,0,0,1,0,0,0,0
284765,x,1,0,0,0,0,0,1,0,0,0,0
284775,x,1,0,0,0,0,0,1,0,0,0,0
284785,x,1,0,0,0,0,0,1,0,0,0,0
284795,x,1,0,0,0,0,0,1,0,0,0,0
284805,x,1,0,0,0,0,0,1,0,0,0,0
284815,x,1,0,0,0,0,0,1,0,0,0,0
284825,x,1,0,0,0,0,0,1,0,0,0,0
284835,x,1,0,0,0,0,0,1,0,0,0,0
284845,x,1,0,0,0,0,0,1,0,0,0,0
284855,x,1,0,0,0,0,0,1,0,0,0,0
284865,x,1,0,0,0,0,0,1,0,0,0,0
284875,x,1,0,0,0,0,0,1,0,0,0,0
284885,x,1,0,0,0,0,0,1,0,0,0,0
284895,x,1,0,0,0,0,0,1,0,0,0,0
284905,x,1,0,0,0,0,0,1,0,0,0,0
284915,x,1,0,0,0,0,0,1,0,0,0,0
284925,x,1,0,0,0,0,0,1,0,0,0,0
284935,x,1,0,0,0,0,0,1,0,0,0,0
284945,x,1,0,0,0,0,0,1,0,0,0,0
284955,x,1,0,0,0,0,0,1,0,0,0,0
284965,x,1,0,0,0,0,0,1,0,0,0,0
284975,x,1,0,0,0,0,0,1,0,0,0,0
284985,x,1,0,0,0,0,0,1,0,0,0,0
284995,x,1,0,0,0,0,0,1,0,0,0,0
285005,x,1,0,0,0,0,0,1,0,0,0,0
285015,x,1,0,0,0,0,0,1,0,0,0,0
285025,x,1,0,0,0,0,0,1,0,0,0,0
285035,x,1,0,0,0,0,0,1,0,0,0,0
285045,x,1,0,0,0,0,0,1,0,0,0,0
285055,x,1,0,0,0,0,0,1,0,0,0,0
285065,x,1,0,0,0,0,0,1,0,0,0,0
285075,x,1,0,0,0,0,0,1,0,0,0,0
285085,x,1,0,0,0,0,0,1,0,0,0,0
285095,x,1,0,0,0,0,0,1,0,0,0,0
285105,x,1,0,0,0,0,0,1,0,0,0,0
285115,x,1,0,0,0,0,0,1,0,0,0,0
285125,x,1,0,0,0,0,0,1,0,0,0,0
285135,x,1,0,0,0,0,0,1,0,0,0,0
285145,x,1,0,0,0,0,0,1,0,0,0,0
285155,x,1,0,0,0,0,0,1,0,0,0,0
285165,x,1,0,0,0,0,0,1,0,0,0,0
285175,x,1,0,0,0,0,0,1,0,0,0,0
285185,x,1,0,0,0,0,0,1,0,0,0,0
285195,x,1,0,0,0,0,0,1,0,0,0,0
285205,x,1,0,0,0,0,0,1,0,0,0,0
285215,x,1,0,0,0,0,0,1,0,0,0,0
285225,x,1,0,0,0,0,0,1,0,0,0,0
285235,x,1,0,0,0,0,0,1,0,0,0,0
285245,x,1,0,0,0,0,0,1,0,0,0,0
285255,x,1,0,0,0,0,0,1,0,0,0,0
285265,x,1,0,0,0,0,0,1,0,0,0,0
285275,x,1,0,0,0,0,0,1,0,0,0,0
285285,x,1,0,0,0,0,0,1,0,0,0,0
285295,x,1,0,0,0,0,0,1,0,0,0,0
285305,x,1,0,0,0,0,0,1,0,0,0,0
285315,x,1,0,0,0,0,0,1,0,0,0,0
285325,x,1,0,0,0,0,0,1,0,0,0,0
285335,x,1,0,0,0,0,0,1,0,0,0,0
285345,x,1,0,0,0,0,0,1,0,0,0,0
285355,x,1,0,0,0,0,0,1,0,0,0,0
285365,x,1,0,0,0,0,0,1,0,0,0,0
285375,x,1,0,0,0,0,0,1,0,0,0,0
285385,x,1,0,0,0,0,0,1,0,0,0,0
285395,x,1,0,0,0,0,0,1,0,0,0,0
285405,x,1,0,0,0,0,0,1,0,0,0,0
285415,x,1,0,0,0,0,0,1,0,0,0,0
285425,x,1,0,0,0,0,0,1,0,0,0,0
285435,x,1,0,0,0,0,0,1,0,0,0,0
285445,x,1,0,0,0,0,0,1,0,0,0,0
285455,x,1,0,0,0,0,0,1,0,0,0,0
285465,x,1,0,0,0,0,0,1,0,0,0,0
285475,x,1,0,0,0,0,0,1,0,0,0,0
285485,x,1,0,0,0,0,0,1,0,0,0,0
285495,x,1,0,0,0,0,0,1,0,0,0,0
285505,x,1,0,0,0,0,0,1,0,0,0,0
285515,x,1,0,0,0,0,0,1,0,0,0,0
285525,x,1,0,0,0,0,0,1,0,0,0,0
285535,x,1,0,0,0,0,0,1,0,0,0,0
285545,x,1,0,0,0,0,0,1,0,0,0,0
285555,x,1,0,0,0,0,0,1,0,0,0,0
285565,x,1,0,0,0,0,0,1,0,0,0,0
285575,x,1,0,0,0,0,0,1,0,0,0,0
285585,x,1,0,0,0,0,0,1,0,0,0,0
285595,x,1,0,0,0,0,0,1,0,0,0,0
285605,x,1,0,0,0,0,0,1,0,0,0,0
285615,x,1,0,0,0,0,0,1,0,0,0,0
285625,x,1,0,0,0,0,0,1,0,0,0,0
285635,x,1,0,0,0,0,0,1,0,0,0,0
285645,x,1,0,0,0,0,0,1,0,0,0,0
285655,x,1,0,0,0,0,0,1,0,0,0,0
285665,x,1,0,0,0,0,0,1,0,0,0,0
285675,x,1,0,0,0,0,0,1,0,0,0,0
285685,x,1,0,0,0,0,0,1,0,0,0,0
285695,x,1,0,0,0,0,0,1,0,0,0,0
285705,x,1,0,0,0,0,0,1,0,0,0,0
285715,x,1,0,0,0,0,0,1,0,0,0,0
285725,x,1,0,0,0,0,0,1,0,0,0,0
285735,x,1,0,0,0,0,0,1,0,0,0,0
285745,x,1,0,0,0,0,0,1,0,0,0,0
285755,x,1,0,0,0,0,0,1,0,0,0,0
285765,x,1,0,0,0,0,0,1,0,0,0,0
285775,x,1,0,0,0,0,0,1,0,0,0,0
285785,x,1,0,0,0,0,0,1,0,0,0,0
285795,x,1,0,0,0,0,0,1,0,0,0,0
285805,x,1,0,0,0,0,0,1,0,0,0,0
285815,x,1,0,0,0,0,0,1,0,0,0,0
285825,x,1,0,0,0,0,0,1,0,0,0,0
285835,x,1,0,0,0,0,0,1,0,0,0,0
285845,x,1,0,0,0,0,0,1,0,0,0,0
285855,x,1,0,0,0,0,0,1,0,0,0,0
285865,x,1,0,0,0,0,0,1,0,0,0,0
285875,x,1,0,0,0,0,0,1,0,0,0,0
285885,x,1,0,0,0,0,0,1,0,0,0,0
285895,x,1,0,0,0,0,0,1,0,0,0,0
285905,x,1,0,0,0,0,0,1,0,0,0,0
285915,x,1,0,0,0,0,0,1,0,0,0,0
285925,x,1,0,0,0,0,0,1,0,0,0,0
285935,x,1,0,0,0,0,0,1,0,0,0,0
285945,x,1,0,0,0,0,0,1,0,0,0,0
285955,x,1,0,0,0,0,0,1,0,0,0,0
285965,x,1,0,0,0,0,0,1,0,0,0,0
285975,x,1,0,0,0,0,0,1,0,0,0,0
285985,x,1,0,0,0,0,0,1,0,0,0,0
285995,x,1,0,0,0,0,0,1,0,0,0,0
286005,x,1,0,0,0,0,0,1,0,0,0,0
286015,x,1,0,0,0,0,0,1,0,0,0,0
286025,x,1,0,0,0,0,0,1,0,0,0,0
286035,x,1,0,0,0,0,0,1,0,0,0,0
286045,x,1,0,0,0,0,0,1,0,0,0,0
286055,x,1,0,0,0,0,0,1,0,0,0,0
286065,x,1,0,0,0,0,0,1,0,0,0,0
286075,x,1,0,0,0,0,0,1,0,0,0,0
286085,x,1,0,0,0,0,0,1,0,0,0,0
286095,x,1,0,0,0,0,0,1,0,0,0,0
286105,x,1,0,0,0,0,0,1,0,0,0,0
286115,x,1,0,0,0,0,0,1,0,0,0,0
286125,x,1,0,0,0,0,0,1,0,0,0,0
286135,x,1,0,0,0,0,0,1,0,0,0,0
286145,x,1,0,0,0,0,0,1,0,0,0,0
286155,x,1,0,0,0,0,0,1,0,0,0,0
286165,x,1,0,0,0,0,0,1,0,0,0,0
286175,x,1,0,0,0,0,0,1,0,0,0,0
286185,x,1,0,0,0,0,0,1,0,0,0,0
286195,x,1,0,0,0,0,0,1,0,0,0,0
286205,x,1,0,0,0,0,0,1,0,0,0,0
286215,x,1,0,0,0,0,0,1,0,0,0,0
286225,x,1,0,0,0,0,0,1,0,0,0,0
286235,x,1,0,0,0,0,0,1,0,0,0,0
286245,x,1,0,0,0,0,0,1,0,0,0,0
286255,x,1,0,0,0,0,0,1,0,0,0,0
286265,x,1,0,0,0,0,0,1,0,0,0,0
286275,x,1,0,0,0,0,0,1,0,0,0,0
286285,x,1,0,0,0,0,0,1,0,0,0,0
286295,x,1,0,0,0,0,0,1,0,0,0,0
286305,x,1,0,0,0,0,0,1,0,0,0,0
286315,x,1,0,0,0,0,0,1,0,0,0,0
286325,x,1,0,0,0,0,0,1,0,0,0,0
286335,x,1,0,0,0,0,0,1,0,0,0,0
286345,x,1,0,0,0,0,0,1,0,0,0,0
286355,x,1,0,0,0,0,0,1,0,0,0,0
286365,x,1,0,0,0,0,0,1,0,0,0,0
286375,x,1,0,0,0,0,0,1,0,0,0,0
286385,x,1,0,0,0,0,0,1,0,0,0,0
286395,x,1,0,0,0,0,0,1,0,0,0,0
286405,x,1,0,0,0,0,0,1,0,0,0,0
286415,x,1,0,0,0,0,0,1,0,0,0,0
286425,x,1,0,0,0,0,0,1,0,0,0,0
286435,x,1,0,0,0,0,0,1,0,0,0,0
286445,x,1,0,0,0,0,0,1,0,0,0,0
286455,x,1,0,0,0,0,0,1,0,0,0,0
286465,x,1,0,0,0,0,0,1,0,0,0,0
286475,x,1,0,0,0,0,0,1,0,0,0,0
286485,x,1,0,0,0,0,0,1,0,0,0,0
286495,x,1,0,0,0,0,0,1,0,0,0,0
286505,x,1,0,0,0,0,0,1,0,0,0,0
286515,x,1,0,0,0,0,0,1,0,0,0,0
286525,x,1,0,0,0,0,0,1,0,0,0,0
286535,x,1,0,0,0,0,0,1,0,0,0,0
286545,x,1,0,0,0,0,0,1,0,0,0,0
286555,x,1,0,0,0,0,0,1,0,0,0,0
286565,x,1,0,0,0,0,0,1,0,0,0,0
286575,x,1,0,0,0,0,0,1,0,0,0,0
286585,x,1,0,0,0,0,0,1,0,0,0,0
286595,x,1,0,0,0,0,0,1,0,0,0,0
286605,x,1,0,0,0,0,0,1,0,0,0,0
286615,x,1,0,0,0,0,0,1,0,0,0,0
286625,x,1,0,0,0,0,0,1,0,0,0,0
286635,x,1,0,0,0,0,0,1,0,0,0,0
286645,x,1,0,0,0,0,0,1,0,0,0,0
286655,x,1,0,0,0,0,0,1,0,0,0,0
286665,x,1,0,0,0,0,0,1,0,0,0,0
286675,x,1,0,0,0,0,0,1,0,0,0,0
286685,x,1,0,0,0,0,0,1,0,0,0,0
286695,x,1,0,0,0,0,0,1,0,0,0,0
286705,x,1,0,0,0,0,0,1,0,0,0,0
286715,x,1,0,0,0,0,0,1,0,0,0,0
286725,x,1,0,0,0,0,0,1,0,0,0,0
286735,x,1,0,0,0,0,0,1,0,0,0,0
286745,x,1,0,0,0,0,0,1,0,0,0,0
286755,x,1,0,0,0,0,0,1,0,0,0,0
286765,x,1,0,0,0,0,0,1,0,0,0,0
286775,x,1,0,0,0,0,0,1,0,0,0,0
286785,x,1,0,0,0,0,0,1,0,0,0,0
286795,x,1,0,0,0,0,0,1,0,0,0,0
286805,x,1,0,0,0,0,0,1,0,0,0,0
286815,x,1,0,0,0,0,0,1,0,0,0,0
286825,x,1,0,0,0,0,0,1,0,0,0,0
286835,x,1,0,0,0,0,0,1,0,0,0,0
286845,x,1,0,0,0,0,0,1,0,0,0,0
286855,x,1,0,0,0,0,0,1,0,0,0,0
286865,x,1,0,0,0,0,0,1,0,0,0,0
286875,x,1,0,0,0,0,0,1,0,0,0,0
286885,x,1,0,0,0,0,0,1,0,0,0,0
286895,x,1,0,0,0,0,0,1,0,0,0,0
286905,x,1,0,0,0,0,0,1,0,0,0,0
286915,x,1,0,0,0,0,0,1,0,0,0,0
286925,x,1,0,0,0,0,0,1,0,0,0,0
286935,x,1,0,0,0,0,0,1,0,0,0,0
286945,x,1,0,0,0,0,0,1,0,0,0,0
286955,x,1,0,0,0,0,0,1,0,0,0,0
286965,x,1,0,0,0,0,0,1,0,0,0,0
286975,x,1,0,0,0,0,0,1,0,0,0,0
286985,x,1,0,0,0,0,0,1,0,0,0,0
286995,x,1,0,0,0,0,0,1,0,0,0,0
287005,x,1,0,0,0,0,0,1,0,0,0,0
287015,x,1,0,0,0,0,0,1,0,0,0,0
287025,x,1,0,0,0,0,0,1,0,0,0,0
287035,x,1,0,0,0,0,0,1,0,0,0,0
287045,x,1,0,0,0,0,0,1,0,0,0,0
287055,x,1,0,0,0,0,0,1,0,0,0,0
287065,x,1,0,0,0,0,0,1,0,0,0,0
287075,x,1,0,0,0,0,0,1,0,0,0,0
287085,x,1,0,0,0,0,0,1,0,0,0,0
287095,x,1,0,0,0,0,0,1,0,0,0,0
287105,x,1,0,0,0,0,0,1,0,0,0,0
287115,x,1,0,0,0,0,0,1,0,0,0,0
287125,x,1,0,0,0,0,0,1,0,0,0,0
287135,x,1,0,0,0,0,0,1,0,0,0,0
287145,x,1,0,0,0,0,0,1,0,0,0,0
287155,x,1,0,0,0,0,0,1,0,0,0,0
287165,x,1,0,0,0,0,0,1,0,0,0,0
287175,x,1,0,0,0,0,0,1,0,0,0,0
287185,x,1,0,0,0,0,0,1,0,0,0,0
287195,x,1,0,0,0,0,0,1,0,0,0,0
287205,x,1,0,0,0,0,0,1,0,0,0,0
287215,x,1,0,0,0,0,0,1,0,0,0,0
287225,x,1,0,0,0,0,0,1,0,0,0,0
287235,x,1,0,0,0,0,0,1,0,0,0,0
287245,x,1,0,0,0,0,0,1,0,0,0,0
287255,x,1,0,0,0,0,0,1,0,0,0,0
287265,x,1,0,0,0,0,0,1,0,0,0,0
287275,x,1,0,0,0,0,0,1,0,0,0,0
287285,x,1,0,0,0,0,0,1,0,0,0,0
287295,x,1,0,0,0,0,0,1,0,0,0,0
287305,x,1,0,0,0,0,0,1,0,0,0,0
287315,x,1,0,0,0,0,0,1,0,0,0,0
287325,x,1,0,0,0,0,0,1,0,0,0,0
287335,x,1,0,0,0,0,0,1,0,0,0,0
