time,wb_dat_o[7],wb_dat_o[6],wb_dat_o[5],wb_dat_o[4],wb_dat_o[3],wb_dat_o[2],wb_dat_o[1],wb_dat_o[0],wb_ack_o,wb_inta_o,scl_pad_o,scl_padoen_o
82245,0,1,0,0,0,0,1,0,0,0,0,0
82255,0,1,0,0,0,0,1,0,x,0,0,0
82265,0,1,0,0,0,0,1,0,0,0,0,0
82275,0,1,0,0,0,0,1,0,x,0,0,0
82285,0,1,0,0,0,0,1,0,0,0,0,0
82295,0,1,0,0,0,0,1,0,x,0,0,0
82305,0,1,0,0,0,0,1,0,0,0,0,0
82315,0,1,0,0,0,0,1,0,x,0,0,0
82325,0,1,0,0,0,0,1,0,0,0,0,0
82335,0,1,0,0,0,0,1,0,x,0,0,0
82345,0,1,0,0,0,0,1,0,0,0,0,0
82355,0,1,0,0,0,0,1,0,x,0,0,0
82365,0,1,0,0,0,0,1,0,0,0,0,0
82375,0,1,0,0,0,0,1,0,x,0,0,0
82385,0,1,0,0,0,0,1,0,0,0,0,0
82395,0,1,0,0,0,0,1,0,x,0,0,0
82405,0,1,0,0,0,0,1,0,0,0,0,0
82415,0,1,0,0,0,0,1,0,x,0,0,0
82425,0,1,0,0,0,0,1,0,0,0,0,0
82435,0,1,0,0,0,0,1,0,x,0,0,0
82445,0,1,0,0,0,0,1,0,0,0,0,0
82455,0,1,0,0,0,0,1,0,x,0,0,0
82465,0,1,0,0,0,0,1,0,0,0,0,0
82475,0,1,0,0,0,0,1,0,x,0,0,0
82485,0,1,0,0,0,0,1,0,0,0,0,0
82495,0,1,0,0,0,0,1,0,x,0,0,0
82505,0,1,0,0,0,0,1,0,0,0,0,0
82515,0,1,0,0,0,0,1,0,x,0,0,0
82525,0,1,0,0,0,0,1,0,0,0,0,0
82535,0,1,0,0,0,0,1,0,x,0,0,0
82545,0,1,0,0,0,0,1,0,0,0,0,0
82555,0,1,0,0,0,0,1,0,x,0,0,0
82565,0,1,0,0,0,0,1,0,0,0,0,0
82575,0,1,0,0,0,0,1,0,x,0,0,0
82585,0,1,0,0,0,0,1,0,0,0,0,0
82595,0,1,0,0,0,0,1,0,x,0,0,0
82605,0,1,0,0,0,0,1,0,0,0,0,0
82615,0,1,0,0,0,0,1,0,x,0,0,0
82625,0,1,0,0,0,0,1,0,0,0,0,0
82635,0,1,0,0,0,0,1,0,x,0,0,0
82645,0,1,0,0,0,0,1,0,0,0,0,0
82655,0,1,0,0,0,0,1,0,x,0,0,0
82665,0,1,0,0,0,0,1,0,0,0,0,0
82675,0,1,0,0,0,0,1,0,x,0,0,0
82685,0,1,0,0,0,0,1,0,0,0,0,0
82695,0,1,0,0,0,0,1,0,x,0,0,0
82705,0,1,0,0,0,0,1,0,0,0,0,0
82715,0,1,0,0,0,0,1,0,x,0,0,0
82725,0,1,0,0,0,0,1,0,0,0,0,0
82735,0,1,0,0,0,0,1,0,x,0,0,0
82745,0,1,0,0,0,0,1,0,0,0,0,0
82755,0,1,0,0,0,0,1,0,x,0,0,0
82765,0,1,0,0,0,0,1,0,0,0,0,0
82775,0,1,0,0,0,0,1,0,x,0,0,0
82785,0,1,0,0,0,0,1,0,0,0,0,0
82795,0,1,0,0,0,0,1,0,x,0,0,0
82805,0,1,0,0,0,0,1,0,0,0,0,0
82815,0,1,0,0,0,0,1,0,x,0,0,0
82825,0,1,0,0,0,0,1,0,0,0,0,0
82835,0,1,0,0,0,0,1,0,x,0,0,0
82845,0,1,0,0,0,0,1,0,0,0,0,0
82855,0,1,0,0,0,0,1,0,x,0,0,0
82865,0,1,0,0,0,0,1,0,0,0,0,0
82875,0,1,0,0,0,0,1,0,x,0,0,0
82885,0,1,0,0,0,0,1,0,0,0,0,0
82895,0,1,0,0,0,0,1,0,x,0,0,0
82905,0,1,0,0,0,0,1,0,0,0,0,0
82915,0,1,0,0,0,0,1,0,x,0,0,0
82925,0,1,0,0,0,0,1,0,0,0,0,0
82935,0,1,0,0,0,0,1,0,x,0,0,0
82945,0,1,0,0,0,0,1,0,0,0,0,0
82955,0,1,0,0,0,0,1,0,x,0,0,0
82965,0,1,0,0,0,0,1,0,0,0,0,0
82975,0,1,0,0,0,0,1,0,x,0,0,0
82985,0,1,0,0,0,0,1,0,0,0,0,0
82995,0,1,0,0,0,0,1,0,x,0,0,0
83005,0,1,0,0,0,0,1,0,0,0,0,0
83015,0,1,0,0,0,0,1,0,x,0,0,0
83025,0,1,0,0,0,0,1,0,0,0,0,0
83035,0,1,0,0,0,0,1,0,x,0,0,0
83045,0,1,0,0,0,0,1,0,0,0,0,0
83055,0,1,0,0,0,0,1,0,x,0,0,0
83065,0,1,0,0,0,0,1,0,0,0,0,0
83075,0,1,0,0,0,0,1,0,x,0,0,0
83085,0,1,0,0,0,0,1,0,0,0,0,0
83095,0,1,0,0,0,0,1,0,x,0,0,0
83105,0,1,0,0,0,0,1,0,0,0,0,0
83115,0,1,0,0,0,0,1,0,x,0,0,0
83125,0,1,0,0,0,0,1,0,0,0,0,0
83135,0,1,0,0,0,0,1,0,x,0,0,0
83145,0,1,0,0,0,0,1,0,0,0,0,0
83155,0,1,0,0,0,0,1,0,x,0,0,0
83165,0,1,0,0,0,0,1,0,0,0,0,0
83175,0,1,0,0,0,0,1,0,x,0,0,0
83185,0,1,0,0,0,0,1,0,0,0,0,0
83195,0,1,0,0,0,0,1,0,x,0,0,0
83205,0,1,0,0,0,0,1,0,0,0,0,0
83215,0,1,0,0,0,0,1,0,x,0,0,0
83225,0,1,0,0,0,0,1,0,0,0,0,0
83235,0,1,0,0,0,0,1,0,x,0,0,0
83245,0,1,0,0,0,0,1,0,0,0,0,0
83255,0,1,0,0,0,0,1,0,x,0,0,0
83265,0,1,0,0,0,0,1,0,0,0,0,0
83275,0,1,0,0,0,0,1,0,x,0,0,0
83285,0,1,0,0,0,0,1,0,0,0,0,0
83295,0,1,0,0,0,0,1,0,x,0,0,0
83305,0,1,0,0,0,0,1,0,0,0,0,0
83315,0,1,0,0,0,0,1,0,x,0,0,0
83325,0,1,0,0,0,0,1,0,0,0,0,0
83335,0,1,0,0,0,0,1,0,x,0,0,0
83345,0,1,0,0,0,0,1,0,0,0,0,0
83355,0,1,0,0,0,0,1,0,x,0,0,0
83365,0,1,0,0,0,0,1,0,0,0,0,0
83375,0,1,0,0,0,0,1,0,x,0,0,0
83385,0,1,0,0,0,0,1,0,0,0,0,0
83395,0,1,0,0,0,0,1,0,x,0,0,0
83405,0,1,0,0,0,0,1,0,0,0,0,0
83415,0,1,0,0,0,0,1,0,x,0,0,0
83425,0,1,0,0,0,0,1,0,0,0,0,0
83435,0,1,0,0,0,0,1,0,x,0,0,0
83445,0,1,0,0,0,0,1,0,0,0,0,0
83455,0,1,0,0,0,0,1,0,x,0,0,0
83465,0,1,0,0,0,0,1,0,0,0,0,0
83475,0,1,0,0,0,0,1,0,x,0,0,0
83485,0,1,0,0,0,0,1,0,0,0,0,0
83495,0,1,0,0,0,0,1,0,x,0,0,0
83505,0,1,0,0,0,0,1,0,0,0,0,0
83515,0,1,0,0,0,0,1,0,x,0,0,0
83525,0,1,0,0,0,0,1,0,0,0,0,0
83535,0,1,0,0,0,0,1,0,x,0,0,0
83545,0,1,0,0,0,0,1,0,0,0,0,0
83555,0,1,0,0,0,0,1,0,x,0,0,0
83565,0,1,0,0,0,0,1,0,0,0,0,0
83575,0,1,0,0,0,0,1,0,x,0,0,0
83585,0,1,0,0,0,0,1,0,0,0,0,0
83595,0,1,0,0,0,0,1,0,x,0,0,0
83605,0,1,0,0,0,0,1,0,0,0,0,0
83615,0,1,0,0,0,0,1,0,x,0,0,0
83625,0,1,0,0,0,0,1,0,0,0,0,0
83635,0,1,0,0,0,0,1,0,x,0,0,0
83645,0,1,0,0,0,0,1,0,0,0,0,0
83655,0,1,0,0,0,0,1,0,x,0,0,0
83665,0,1,0,0,0,0,1,0,0,0,0,0
83675,0,1,0,0,0,0,1,0,x,0,0,0
83685,0,1,0,0,0,0,1,0,0,0,0,0
83695,0,1,0,0,0,0,1,0,x,0,0,0
83705,0,1,0,0,0,0,1,0,0,0,0,0
83715,0,1,0,0,0,0,1,0,x,0,0,0
83725,0,1,0,0,0,0,1,0,0,0,0,0
83735,0,1,0,0,0,0,1,0,x,0,0,0
83745,0,1,0,0,0,0,1,0,0,0,0,0
83755,0,1,0,0,0,0,1,0,x,0,0,0
83765,0,1,0,0,0,0,1,0,0,0,0,0
83775,0,1,0,0,0,0,1,0,x,0,0,0
83785,0,1,0,0,0,0,1,0,0,0,0,0
83795,0,1,0,0,0,0,1,0,x,0,0,0
83805,0,1,0,0,0,0,1,0,0,0,0,0
83815,0,1,0,0,0,0,1,0,x,0,0,0
83825,0,1,0,0,0,0,1,0,0,0,0,0
83835,0,1,0,0,0,0,1,0,x,0,0,0
83845,0,1,0,0,0,0,1,0,0,0,0,0
83855,0,1,0,0,0,0,1,0,x,0,0,0
83865,0,1,0,0,0,0,1,0,0,0,0,0
83875,0,1,0,0,0,0,1,0,x,0,0,0
83885,0,1,0,0,0,0,1,0,0,0,0,0
83895,0,1,0,0,0,0,1,0,x,0,0,0
83905,0,1,0,0,0,0,1,0,0,0,0,0
83915,0,1,0,0,0,0,1,0,x,0,0,0
83925,0,1,0,0,0,0,1,0,0,0,0,0
83935,0,1,0,0,0,0,1,0,x,0,0,0
83945,0,1,0,0,0,0,1,0,0,0,0,0
83955,0,1,0,0,0,0,1,0,x,0,0,0
83965,0,1,0,0,0,0,1,0,0,0,0,0
83975,0,1,0,0,0,0,1,0,x,0,0,0
83985,0,1,0,0,0,0,1,0,0,0,0,0
83995,0,1,0,0,0,0,1,0,x,0,0,0
84005,0,1,0,0,0,0,1,0,0,0,0,0
84015,0,1,0,0,0,0,1,0,x,0,0,0
84025,0,1,0,0,0,0,1,0,0,0,0,0
84035,0,1,0,0,0,0,1,0,x,0,0,0
84045,0,1,0,0,0,0,1,0,0,0,0,0
84055,0,1,0,0,0,0,1,0,x,0,0,0
84065,0,1,0,0,0,0,1,0,0,0,0,0
84075,0,1,0,0,0,0,1,0,x,0,0,0
84085,0,1,0,0,0,0,1,0,0,0,0,0
84095,0,1,0,0,0,0,1,0,x,0,0,0
84105,0,1,0,0,0,0,1,0,0,0,0,0
84115,0,1,0,0,0,0,1,0,x,0,0,0
84125,0,1,0,0,0,0,1,0,0,0,0,0
84135,0,1,0,0,0,0,1,0,x,0,0,0
84145,0,1,0,0,0,0,1,0,0,0,0,0
84155,0,1,0,0,0,0,1,0,x,0,0,0
84165,0,1,0,0,0,0,1,0,0,0,0,0
84175,0,1,0,0,0,0,1,0,x,0,0,0
84185,0,1,0,0,0,0,1,0,0,0,0,0
84195,0,1,0,0,0,0,1,0,x,0,0,0
84205,0,1,0,0,0,0,1,0,0,0,0,0
84215,0,1,0,0,0,0,1,0,x,0,0,0
84225,0,1,0,0,0,0,1,0,0,0,0,0
84235,0,1,0,0,0,0,1,0,x,0,0,0
84245,0,1,0,0,0,0,1,0,0,0,0,0
84255,0,1,0,0,0,0,1,0,x,0,0,0
84265,0,1,0,0,0,0,1,0,0,0,0,0
84275,0,1,0,0,0,0,1,0,x,0,0,0
84285,0,1,0,0,0,0,1,0,0,0,0,0
84295,0,1,0,0,0,0,1,0,x,0,0,0
84305,0,1,0,0,0,0,1,0,0,0,0,0
84315,0,1,0,0,0,0,1,0,x,0,0,0
84325,0,1,0,0,0,0,1,0,0,0,0,0
84335,0,1,0,0,0,0,1,0,x,0,0,0
84345,0,1,0,0,0,0,1,0,0,0,0,0
84355,0,1,0,0,0,0,1,0,x,0,0,0
84365,0,1,0,0,0,0,1,0,0,0,0,0
84375,0,1,0,0,0,0,1,0,x,0,0,0
84385,0,1,0,0,0,0,1,0,0,0,0,0
84395,0,1,0,0,0,0,1,0,x,0,0,0
84405,0,1,0,0,0,0,1,0,0,0,0,0
84415,0,1,0,0,0,0,1,0,x,0,0,0
84425,0,1,0,0,0,0,1,0,0,0,0,0
84435,0,1,0,0,0,0,1,0,x,0,0,0
84445,0,1,0,0,0,0,1,0,0,0,0,0
84455,0,1,0,0,0,0,1,0,x,0,0,0
84465,0,1,0,0,0,0,1,0,0,0,0,0
84475,0,1,0,0,0,0,1,0,x,0,0,0
84485,0,1,0,0,0,0,1,0,0,0,0,0
84495,0,1,0,0,0,0,1,0,x,0,0,0
84505,0,1,0,0,0,0,1,0,0,0,0,0
84515,0,1,0,0,0,0,1,0,x,0,0,0
84525,0,1,0,0,0,0,1,0,0,0,0,0
84535,0,1,0,0,0,0,1,0,x,0,0,0
84545,0,1,0,0,0,0,1,0,0,0,0,0
84555,0,1,0,0,0,0,1,0,x,0,0,0
84565,0,1,0,0,0,0,1,0,0,0,0,0
84575,0,1,0,0,0,0,1,0,x,0,0,0
84585,0,1,0,0,0,0,1,0,0,0,0,0
84595,0,1,0,0,0,0,1,0,x,0,0,0
84605,0,1,0,0,0,0,1,0,0,0,0,0
84615,0,1,0,0,0,0,1,0,x,0,0,0
84625,0,1,0,0,0,0,1,0,0,0,0,0
84635,0,1,0,0,0,0,1,0,x,0,0,0
84645,0,1,0,0,0,0,1,0,0,0,0,0
84655,0,1,0,0,0,0,1,0,x,0,0,0
84665,0,1,0,0,0,0,1,0,0,0,0,0
84675,0,1,0,0,0,0,1,0,x,0,0,0
84685,0,1,0,0,0,0,1,0,0,0,0,0
84695,0,1,0,0,0,0,1,0,x,0,0,0
84705,0,1,0,0,0,0,1,0,0,0,0,0
84715,0,1,0,0,0,0,1,0,x,0,0,0
84725,0,1,0,0,0,0,1,0,0,0,0,0
84735,0,1,0,0,0,0,1,0,x,0,0,0
84745,0,1,0,0,0,0,1,0,0,0,0,0
84755,0,1,0,0,0,0,1,0,x,0,0,0
84765,0,1,0,0,0,0,1,0,0,0,0,0
84775,0,1,0,0,0,0,1,0,x,0,0,0
84785,0,1,0,0,0,0,1,0,0,0,0,0
84795,0,1,0,0,0,0,1,0,x,0,0,0
84805,0,1,0,0,0,0,1,0,0,0,0,0
84815,0,1,0,0,0,0,1,0,x,0,0,0
84825,0,1,0,0,0,0,1,0,0,0,0,0
84835,0,1,0,0,0,0,1,0,x,0,0,0
84845,0,1,0,0,0,0,1,0,0,0,0,0
84855,0,1,0,0,0,0,1,0,x,0,0,0
84865,0,1,0,0,0,0,1,0,0,0,0,0
84875,0,1,0,0,0,0,1,0,x,0,0,0
84885,0,1,0,0,0,0,1,0,0,0,0,0
84895,0,1,0,0,0,0,1,0,x,0,0,0
84905,0,1,0,0,0,0,1,0,0,0,0,0
84915,0,1,0,0,0,0,1,0,x,0,0,0
84925,0,1,0,0,0,0,1,0,0,0,0,0
84935,0,1,0,0,0,0,1,0,x,0,0,0
84945,0,1,0,0,0,0,1,0,0,0,0,0
84955,0,1,0,0,0,0,1,0,x,0,0,0
84965,0,1,0,0,0,0,1,0,0,0,0,0
84975,0,1,0,0,0,0,1,0,x,0,0,0
84985,0,1,0,0,0,0,1,0,0,0,0,0
84995,0,1,0,0,0,0,1,0,x,0,0,0
85005,0,1,0,0,0,0,1,0,0,0,0,0
85015,0,1,0,0,0,0,1,0,x,0,0,0
85025,0,1,0,0,0,0,1,0,0,0,0,0
85035,0,1,0,0,0,0,1,0,x,0,0,0
85045,0,1,0,0,0,0,1,0,0,0,0,0
85055,0,1,0,0,0,0,1,0,x,0,0,0
85065,0,1,0,0,0,0,1,0,0,0,0,0
85075,0,1,0,0,0,0,1,0,x,0,0,0
85085,0,1,0,0,0,0,1,0,0,0,0,0
85095,0,1,0,0,0,0,1,0,x,0,0,0
85105,0,1,0,0,0,0,1,0,0,0,0,0
85115,0,1,0,0,0,0,1,0,x,0,0,0
85125,0,1,0,0,0,0,1,0,0,0,0,0
85135,0,1,0,0,0,0,1,0,x,0,0,0
85145,0,1,0,0,0,0,1,0,0,0,0,0
85155,0,1,0,0,0,0,1,0,x,0,0,0
85165,0,1,0,0,0,0,1,0,0,0,0,0
85175,0,1,0,0,0,0,1,0,x,0,0,0
85185,0,1,0,0,0,0,1,0,0,0,0,0
85195,0,1,0,0,0,0,1,0,x,0,0,0
85205,0,1,0,0,0,0,1,0,0,0,0,0
85215,0,1,0,0,0,0,1,0,x,0,0,0
85225,0,1,0,0,0,0,1,0,0,0,0,0
85235,0,1,0,0,0,0,1,0,x,0,0,0
85245,0,1,0,0,0,0,1,0,0,0,0,0
85255,0,1,0,0,0,0,1,0,x,0,0,0
85265,0,1,0,0,0,0,1,0,0,0,0,0
85275,0,1,0,0,0,0,1,0,x,0,0,0
85285,0,1,0,0,0,0,1,0,0,0,0,0
85295,0,1,0,0,0,0,1,0,x,0,0,0
85305,0,1,0,0,0,0,1,0,0,0,0,0
85315,0,1,0,0,0,0,1,0,x,0,0,0
85325,0,1,0,0,0,0,1,0,0,0,0,0
85335,0,1,0,0,0,0,1,0,x,0,0,0
85345,0,1,0,0,0,0,1,0,0,0,0,0
85355,0,1,0,0,0,0,1,0,x,0,0,0
85365,0,1,0,0,0,0,1,0,0,0,0,0
85375,0,1,0,0,0,0,1,0,x,0,0,0
85385,0,1,0,0,0,0,1,0,0,0,0,0
85395,0,1,0,0,0,0,1,0,x,0,0,0
85405,0,1,0,0,0,0,1,0,0,0,0,0
85415,0,1,0,0,0,0,1,0,x,0,0,0
85425,0,1,0,0,0,0,1,0,0,0,0,0
85435,0,1,0,0,0,0,1,0,x,0,0,0
85445,0,1,0,0,0,0,1,0,0,0,0,0
85455,0,1,0,0,0,0,1,0,x,0,0,0
85465,0,1,0,0,0,0,1,0,0,0,0,0
85475,0,1,0,0,0,0,1,0,x,0,0,0
85485,0,1,0,0,0,0,1,0,0,0,0,0
85495,0,1,0,0,0,0,1,0,x,0,0,0
85505,0,1,0,0,0,0,1,0,0,0,0,0
85515,0,1,0,0,0,0,1,0,x,0,0,0
85525,0,1,0,0,0,0,1,0,0,0,0,0
85535,0,1,0,0,0,0,1,0,x,0,0,0
85545,0,1,0,0,0,0,1,0,0,0,0,0
85555,0,1,0,0,0,0,1,0,x,0,0,0
85565,0,1,0,0,0,0,1,0,0,0,0,0
85575,0,1,0,0,0,0,1,0,x,0,0,0
85585,0,1,0,0,0,0,1,0,0,0,0,0
85595,0,1,0,0,0,0,1,0,x,0,0,0
85605,0,1,0,0,0,0,1,0,0,0,0,0
85615,0,1,0,0,0,0,1,0,x,0,0,0
85625,0,1,0,0,0,0,1,0,0,0,0,0
85635,0,1,0,0,0,0,1,0,x,0,0,0
85645,0,1,0,0,0,0,1,0,0,0,0,0
85655,0,1,0,0,0,0,1,0,x,0,0,0
85665,0,1,0,0,0,0,1,0,0,0,0,0
85675,0,1,0,0,0,0,1,0,x,0,0,0
85685,0,1,0,0,0,0,1,0,0,0,0,0
85695,0,1,0,0,0,0,1,0,x,0,0,0
85705,0,1,0,0,0,0,1,0,0,0,0,0
85715,0,1,0,0,0,0,1,0,x,0,0,0
85725,0,1,0,0,0,0,1,0,0,0,0,0
85735,0,1,0,0,0,0,1,0,x,0,0,1
85745,0,1,0,0,0,0,1,0,0,0,0,1
85755,0,1,0,0,0,0,1,0,x,0,0,1
85765,0,1,0,0,0,0,1,0,0,0,0,1
85775,0,1,0,0,0,0,1,0,x,0,0,1
85785,0,1,0,0,0,0,1,0,0,0,0,1
85795,0,1,0,0,0,0,1,0,x,0,0,1
85805,0,1,0,0,0,0,1,0,0,0,0,1
85815,0,1,0,0,0,0,1,0,x,0,0,1
85825,0,1,0,0,0,0,1,0,0,0,0,1
85835,0,1,0,0,0,0,1,0,x,0,0,1
85845,0,1,0,0,0,0,1,0,0,0,0,1
85855,0,1,0,0,0,0,1,0,x,0,0,1
85865,0,1,0,0,0,0,1,0,0,0,0,1
85875,0,1,0,0,0,0,1,0,x,0,0,1
85885,0,1,0,0,0,0,1,0,0,0,0,1
85895,0,1,0,0,0,0,1,0,x,0,0,1
85905,0,1,0,0,0,0,1,0,0,0,0,1
85915,0,1,0,0,0,0,1,0,x,0,0,1
85925,0,1,0,0,0,0,1,0,0,0,0,1
85935,0,1,0,0,0,0,1,0,x,0,0,1
85945,0,1,0,0,0,0,1,0,0,0,0,1
85955,0,1,0,0,0,0,1,0,x,0,0,1
85965,0,1,0,0,0,0,1,0,0,0,0,1
85975,0,1,0,0,0,0,1,0,x,0,0,1
85985,0,1,0,0,0,0,1,0,0,0,0,1
85995,0,1,0,0,0,0,1,0,x,0,0,1
86005,0,1,0,0,0,0,1,0,0,0,0,1
86015,0,1,0,0,0,0,1,0,x,0,0,1
86025,0,1,0,0,0,0,1,0,0,0,0,1
86035,0,1,0,0,0,0,1,0,x,0,0,1
86045,0,1,0,0,0,0,1,0,0,0,0,1
86055,0,1,0,0,0,0,1,0,x,0,0,1
86065,0,1,0,0,0,0,1,0,0,0,0,1
86075,0,1,0,0,0,0,1,0,x,0,0,1
86085,0,1,0,0,0,0,1,0,0,0,0,1
86095,0,1,0,0,0,0,1,0,x,0,0,1
86105,0,1,0,0,0,0,1,0,0,0,0,1
86115,0,1,0,0,0,0,1,0,x,0,0,1
86125,0,1,0,0,0,0,1,0,0,0,0,1
86135,0,1,0,0,0,0,1,0,x,0,0,1
86145,0,1,0,0,0,0,1,0,0,0,0,1
86155,0,1,0,0,0,0,1,0,x,0,0,1
86165,0,1,0,0,0,0,1,0,0,0,0,1
86175,0,1,0,0,0,0,1,0,x,0,0,1
86185,0,1,0,0,0,0,1,0,0,0,0,1
86195,0,1,0,0,0,0,1,0,x,0,0,1
86205,0,1,0,0,0,0,1,0,0,0,0,1
86215,0,1,0,0,0,0,1,0,x,0,0,1
86225,0,1,0,0,0,0,1,0,0,0,0,1
86235,0,1,0,0,0,0,1,0,x,0,0,1
86245,0,1,0,0,0,0,1,0,0,0,0,1
86255,0,1,0,0,0,0,1,0,x,0,0,1
86265,0,1,0,0,0,0,1,0,0,0,0,1
86275,0,1,0,0,0,0,1,0,x,0,0,1
86285,0,1,0,0,0,0,1,0,0,0,0,1
86295,0,1,0,0,0,0,1,0,x,0,0,1
86305,0,1,0,0,0,0,1,0,0,0,0,1
86315,0,1,0,0,0,0,1,0,x,0,0,1
86325,0,1,0,0,0,0,1,0,0,0,0,1
86335,0,1,0,0,0,0,1,0,x,0,0,1
86345,0,1,0,0,0,0,1,0,0,0,0,1
86355,0,1,0,0,0,0,1,0,x,0,0,1
86365,0,1,0,0,0,0,1,0,0,0,0,1
86375,0,1,0,0,0,0,1,0,x,0,0,1
86385,0,1,0,0,0,0,1,0,0,0,0,1
86395,0,1,0,0,0,0,1,0,x,0,0,1
86405,0,1,0,0,0,0,1,0,0,0,0,1
86415,0,1,0,0,0,0,1,0,x,0,0,1
86425,0,1,0,0,0,0,1,0,0,0,0,1
86435,0,1,0,0,0,0,1,0,x,0,0,1
86445,0,1,0,0,0,0,1,0,0,0,0,1
86455,0,1,0,0,0,0,1,0,x,0,0,1
86465,0,1,0,0,0,0,1,0,0,0,0,1
86475,0,1,0,0,0,0,1,0,x,0,0,1
86485,0,1,0,0,0,0,1,0,0,0,0,1
86495,0,1,0,0,0,0,1,0,x,0,0,1
86505,0,1,0,0,0,0,1,0,0,0,0,1
86515,0,1,0,0,0,0,1,0,x,0,0,1
86525,0,1,0,0,0,0,1,0,0,0,0,1
86535,0,1,0,0,0,0,1,0,x,0,0,1
86545,0,1,0,0,0,0,1,0,0,0,0,1
86555,0,1,0,0,0,0,1,0,x,0,0,1
86565,0,1,0,0,0,0,1,0,0,0,0,1
86575,0,1,0,0,0,0,1,0,x,0,0,1
86585,0,1,0,0,0,0,1,0,0,0,0,1
86595,0,1,0,0,0,0,1,0,x,0,0,1
86605,0,1,0,0,0,0,1,0,0,0,0,1
86615,0,1,0,0,0,0,1,0,x,0,0,1
86625,0,1,0,0,0,0,1,0,0,0,0,1
86635,0,1,0,0,0,0,1,0,x,0,0,1
86645,0,1,0,0,0,0,1,0,0,0,0,1
86655,0,1,0,0,0,0,1,0,x,0,0,1
86665,0,1,0,0,0,0,1,0,0,0,0,1
86675,0,1,0,0,0,0,1,0,x,0,0,1
86685,0,1,0,0,0,0,1,0,0,0,0,1
86695,0,1,0,0,0,0,1,0,x,0,0,1
86705,0,1,0,0,0,0,1,0,0,0,0,1
86715,0,1,0,0,0,0,1,0,x,0,0,1
86725,0,1,0,0,0,0,1,0,0,0,0,1
86735,0,1,0,0,0,0,1,0,x,0,0,1
86745,0,1,0,0,0,0,1,0,0,0,0,1
86755,0,1,0,0,0,0,1,0,x,0,0,1
86765,0,1,0,0,0,0,1,0,0,0,0,1
86775,0,1,0,0,0,0,1,0,x,0,0,1
86785,0,1,0,0,0,0,1,0,0,0,0,1
86795,0,1,0,0,0,0,1,0,x,0,0,1
86805,0,1,0,0,0,0,1,0,0,0,0,1
86815,0,1,0,0,0,0,1,0,x,0,0,1
86825,0,1,0,0,0,0,1,0,0,0,0,1
86835,0,1,0,0,0,0,1,0,x,0,0,1
86845,0,1,0,0,0,0,1,0,0,0,0,1
86855,0,1,0,0,0,0,1,0,x,0,0,1
86865,0,1,0,0,0,0,1,0,0,0,0,1
86875,0,1,0,0,0,0,1,0,x,0,0,1
86885,0,1,0,0,0,0,1,0,0,0,0,1
86895,0,1,0,0,0,0,1,0,x,0,0,1
86905,0,1,0,0,0,0,1,0,0,0,0,1
86915,0,1,0,0,0,0,1,0,x,0,0,1
86925,0,1,0,0,0,0,1,0,0,0,0,1
86935,0,1,0,0,0,0,1,0,x,0,0,1
86945,0,1,0,0,0,0,1,0,0,0,0,1
86955,0,1,0,0,0,0,1,0,x,0,0,1
86965,0,1,0,0,0,0,1,0,0,0,0,1
86975,0,1,0,0,0,0,1,0,x,0,0,1
86985,0,1,0,0,0,0,1,0,0,0,0,1
86995,0,1,0,0,0,0,1,0,x,0,0,1
87005,0,1,0,0,0,0,1,0,0,0,0,1
87015,0,1,0,0,0,0,1,0,x,0,0,1
87025,0,1,0,0,0,0,1,0,0,0,0,1
87035,0,1,0,0,0,0,1,0,x,0,0,1
87045,0,1,0,0,0,0,1,0,0,0,0,1
87055,0,1,0,0,0,0,1,0,x,0,0,1
87065,0,1,0,0,0,0,1,0,0,0,0,1
87075,0,1,0,0,0,0,1,0,x,0,0,1
87085,0,1,0,0,0,0,1,0,0,0,0,1
87095,0,1,0,0,0,0,1,0,x,0,0,1
87105,0,1,0,0,0,0,1,0,0,0,0,1
87115,0,1,0,0,0,0,1,0,x,0,0,1
87125,0,1,0,0,0,0,1,0,0,0,0,1
87135,0,1,0,0,0,0,1,0,x,0,0,1
87145,0,1,0,0,0,0,1,0,0,0,0,1
87155,0,1,0,0,0,0,1,0,x,0,0,1
87165,0,1,0,0,0,0,1,0,0,0,0,1
87175,0,1,0,0,0,0,1,0,x,0,0,1
87185,0,1,0,0,0,0,1,0,0,0,0,1
87195,0,1,0,0,0,0,1,0,x,0,0,1
87205,0,1,0,0,0,0,1,0,0,0,0,1
87215,0,1,0,0,0,0,1,0,x,0,0,1
87225,0,1,0,0,0,0,1,0,0,0,0,1
87235,0,1,0,0,0,0,1,0,x,0,0,1
87245,0,1,0,0,0,0,1,0,0,0,0,1
87255,0,1,0,0,0,0,1,0,x,0,0,1
87265,0,1,0,0,0,0,1,0,0,0,0,1
87275,0,1,0,0,0,0,1,0,x,0,0,1
87285,0,1,0,0,0,0,1,0,0,0,0,1
87295,0,1,0,0,0,0,1,0,x,0,0,1
87305,0,1,0,0,0,0,1,0,0,0,0,1
87315,0,1,0,0,0,0,1,0,x,0,0,1
87325,0,1,0,0,0,0,1,0,0,0,0,1
87335,0,1,0,0,0,0,1,0,x,0,0,1
87345,0,1,0,0,0,0,1,0,0,0,0,1
87355,0,1,0,0,0,0,1,0,x,0,0,1
87365,0,1,0,0,0,0,1,0,0,0,0,1
87375,0,1,0,0,0,0,1,0,x,0,0,1
